sample_id,canonical_image_path,canonical_label_path,source_dataset,original_image_path,original_label_path,original_filename,sha256,perceptual_hash,width,height,has_fire,has_smoke,fire_box_count,smoke_box_count,is_negative,group_id,scene_id,video_id,license_status,split,excluded,exclusion_reason
dfire_AoF06733_6137a4cc623b,/Users/mobcoderid-296/Desktop/fire-smoke/fire-smoke-cpu/data/processed/canonical/dfire/images/dfire_AoF06733_6137a4cc623b.jpg,/Users/mobcoderid-296/Desktop/fire-smoke/fire-smoke-cpu/data/processed/canonical/dfire/labels/dfire_AoF06733_6137a4cc623b.txt,dfire,/Users/mobcoderid-296/Desktop/fire-smoke/fire-smoke-cpu/data/raw/dfire/presplit/kaggle_splits/test/images/AoF06733.jpg,/Users/mobcoderid-296/Desktop/fire-smoke/fire-smoke-cpu/data/raw/dfire/presplit/kaggle_splits/test/labels/AoF06733.txt,AoF06733.jpg,6137a4cc623b2d96babe45e5eca8821467d0025f2d5d502fcf76379e620070be,d9f4a72ac107785c,768,432,False,False,0,0,True,images:aof06733,,,CC0-1.0,,False,
dfire_AoF06734_5cde8437cf5c,/Users/mobcoderid-296/Desktop/fire-smoke/fire-smoke-cpu/data/processed/canonical/dfire/images/dfire_AoF06734_5cde8437cf5c.jpg,/Users/mobcoderid-296/Desktop/fire-smoke/fire-smoke-cpu/data/processed/canonical/dfire/labels/dfire_AoF06734_5cde8437cf5c.txt,dfire,/Users/mobcoderid-296/Desktop/fire-smoke/fire-smoke-cpu/data/raw/dfire/presplit/kaggle_splits/test/images/AoF06734.jpg,/Users/mobcoderid-296/Desktop/fire-smoke/fire-smoke-cpu/data/raw/dfire/presplit/kaggle_splits/test/labels/AoF06734.txt,AoF06734.jpg,5cde8437cf5c6846513445648eed76794836bbce0c8b1ea290fc0ea60eefbae0,d9f4a32bc107785c,768,432,False,False,0,0,True,images:aof06734,,,CC0-1.0,,False,
dfire_AoF06735_3923f8f4a5eb,/Users/mobcoderid-296/Desktop/fire-smoke/fire-smoke-cpu/data/processed/canonical/dfire/images/dfire_AoF06735_3923f8f4a5eb.jpg,/Users/mobcoderid-296/Desktop/fire-smoke/fire-smoke-cpu/data/processed/canonical/dfire/labels/dfire_AoF06735_3923f8f4a5eb.txt,dfire,/Users/mobcoderid-296/Desktop/fire-smoke/fire-smoke-cpu/data/raw/dfire/presplit/kaggle_splits/test/images/AoF06735.jpg,/Users/mobcoderid-296/Desktop/fire-smoke/fire-smoke-cpu/data/raw/dfire/presplit/kaggle_splits/test/labels/AoF06735.txt,AoF06735.jpg,3923f8f4a5ebcad5b8ce15ee17e094df5690c2c207222b1295f6a2d0a65ed57b,dfe88333255c49a3,1280,720,False,False,0,0,True,images:aof06735,,,CC0-1.0,,False,
dfire_AoF06736_d59f3950efe6,/Users/mobcoderid-296/Desktop/fire-smoke/fire-smoke-cpu/data/processed/canonical/dfire/images/dfire_AoF06736_d59f3950efe6.jpg,/Users/mobcoderid-296/Desktop/fire-smoke/fire-smoke-cpu/data/processed/canonical/dfire/labels/dfire_AoF06736_d59f3950efe6.txt,dfire,/Users/mobcoderid-296/Desktop/fire-smoke/fire-smoke-cpu/data/raw/dfire/presplit/kaggle_splits/test/images/AoF06736.jpg,/Users/mobcoderid-296/Desktop/fire-smoke/fire-smoke-cpu/data/raw/dfire/presplit/kaggle_splits/test/labels/AoF06736.txt,AoF06736.jpg,d59f3950efe64000a2708b778c65c8b15d94d558a1cb4e7f96a71001e6d58c6e,cfe8833a257e4833,1280,720,False,False,0,0,True,images:aof06736,,,CC0-1.0,,False,
dfire_AoF06737_9ff85980709d,/Users/mobcoderid-296/Desktop/fire-smoke/fire-smoke-cpu/data/processed/canonical/dfire/images/dfire_AoF06737_9ff85980709d.jpg,/Users/mobcoderid-296/Desktop/fire-smoke/fire-smoke-cpu/data/processed/canonical/dfire/labels/dfire_AoF06737_9ff85980709d.txt,dfire,/Users/mobcoderid-296/Desktop/fire-smoke/fire-smoke-cpu/data/raw/dfire/presplit/kaggle_splits/test/images/AoF06737.jpg,/Users/mobcoderid-296/Desktop/fire-smoke/fire-smoke-cpu/data/raw/dfire/presplit/kaggle_splits/test/labels/AoF06737.txt,AoF06737.jpg,9ff85980709d7988c48bdce1404b10e1482f1a79b0300a02bd0bf75be11f848c,f4ad8cc21b41dbc9,1280,720,False,False,0,0,True,images:aof06737,,,CC0-1.0,,False,
dfire_AoF06738_63c03a9bca8e,/Users/mobcoderid-296/Desktop/fire-smoke/fire-smoke-cpu/data/processed/canonical/dfire/images/dfire_AoF06738_63c03a9bca8e.jpg,/Users/mobcoderid-296/Desktop/fire-smoke/fire-smoke-cpu/data/processed/canonical/dfire/labels/dfire_AoF06738_63c03a9bca8e.txt,dfire,/Users/mobcoderid-296/Desktop/fire-smoke/fire-smoke-cpu/data/raw/dfire/presplit/kaggle_splits/test/images/AoF06738.jpg,/Users/mobcoderid-296/Desktop/fire-smoke/fire-smoke-cpu/data/raw/dfire/presplit/kaggle_splits/test/labels/AoF06738.txt,AoF06738.jpg,63c03a9bca8e8c70fd401d9ee593e126f3080e6a7da88beb68258094d6da9aac,e01fe03ec7700ff0,1280,720,False,False,0,0,True,images:aof06738,,,CC0-1.0,,False,
dfire_AoF06739_4a5950a2546e,/Users/mobcoderid-296/Desktop/fire-smoke/fire-smoke-cpu/data/processed/canonical/dfire/images/dfire_AoF06739_4a5950a2546e.jpg,/Users/mobcoderid-296/Desktop/fire-smoke/fire-smoke-cpu/data/processed/canonical/dfire/labels/dfire_AoF06739_4a5950a2546e.txt,dfire,/Users/mobcoderid-296/Desktop/fire-smoke/fire-smoke-cpu/data/raw/dfire/presplit/kaggle_splits/test/images/AoF06739.jpg,/Users/mobcoderid-296/Desktop/fire-smoke/fire-smoke-cpu/data/raw/dfire/presplit/kaggle_splits/test/labels/AoF06739.txt,AoF06739.jpg,4a5950a2546e216a7cd66843891b568b2ac2631b638e47df33c43c2e16405c01,8db183337d4f48c3,1280,720,False,False,0,0,True,images:aof06739,,,CC0-1.0,,False,
dfire_AoF06740_d41dfac56ad3,/Users/mobcoderid-296/Desktop/fire-smoke/fire-smoke-cpu/data/processed/canonical/dfire/images/dfire_AoF06740_d41dfac56ad3.jpg,/Users/mobcoderid-296/Desktop/fire-smoke/fire-smoke-cpu/data/processed/canonical/dfire/labels/dfire_AoF06740_d41dfac56ad3.txt,dfire,/Users/mobcoderid-296/Desktop/fire-smoke/fire-smoke-cpu/data/raw/dfire/presplit/kaggle_splits/test/images/AoF06740.jpg,/Users/mobcoderid-296/Desktop/fire-smoke/fire-smoke-cpu/data/raw/dfire/presplit/kaggle_splits/test/labels/AoF06740.txt,AoF06740.jpg,d41dfac56ad34ce93ceec8f43806c0023b37854b4d3b2971d1f40d95c540f8f6,b0a9a5d299c4cbcd,1280,720,False,False,0,0,True,images:aof06740,,,CC0-1.0,,False,
dfire_AoF06741_64770aed52d5,/Users/mobcoderid-296/Desktop/fire-smoke/fire-smoke-cpu/data/processed/canonical/dfire/images/dfire_AoF06741_64770aed52d5.jpg,/Users/mobcoderid-296/Desktop/fire-smoke/fire-smoke-cpu/data/processed/canonical/dfire/labels/dfire_AoF06741_64770aed52d5.txt,dfire,/Users/mobcoderid-296/Desktop/fire-smoke/fire-smoke-cpu/data/raw/dfire/presplit/kaggle_splits/test/images/AoF06741.jpg,/Users/mobcoderid-296/Desktop/fire-smoke/fire-smoke-cpu/data/raw/dfire/presplit/kaggle_splits/test/labels/AoF06741.txt,AoF06741.jpg,64770aed52d5329a025306cffd5b1983e505b6fb5be5e113c3e8384d096ecbe3,e01fe03ecf700fe0,1280,720,False,False,0,0,True,images:aof06741,,,CC0-1.0,,False,
dfire_AoF06742_8d7967512d60,/Users/mobcoderid-296/Desktop/fire-smoke/fire-smoke-cpu/data/processed/canonical/dfire/images/dfire_AoF06742_8d7967512d60.jpg,/Users/mobcoderid-296/Desktop/fire-smoke/fire-smoke-cpu/data/processed/canonical/dfire/labels/dfire_AoF06742_8d7967512d60.txt,dfire,/Users/mobcoderid-296/Desktop/fire-smoke/fire-smoke-cpu/data/raw/dfire/presplit/kaggle_splits/test/images/AoF06742.jpg,/Users/mobcoderid-296/Desktop/fire-smoke/fire-smoke-cpu/data/raw/dfire/presplit/kaggle_splits/test/labels/AoF06742.txt,AoF06742.jpg,8d7967512d60327fd689b7190b8cb75ada15551efde53ee7c25deaecb7956993,9489b9b2d9c4cb47,1280,720,False,False,0,0,True,images:aof06742,,,CC0-1.0,,False,
dfire_AoF06743_7e0608898bbc,/Users/mobcoderid-296/Desktop/fire-smoke/fire-smoke-cpu/data/processed/canonical/dfire/images/dfire_AoF06743_7e0608898bbc.jpg,/Users/mobcoderid-296/Desktop/fire-smoke/fire-smoke-cpu/data/processed/canonical/dfire/labels/dfire_AoF06743_7e0608898bbc.txt,dfire,/Users/mobcoderid-296/Desktop/fire-smoke/fire-smoke-cpu/data/raw/dfire/presplit/kaggle_splits/test/images/AoF06743.jpg,/Users/mobcoderid-296/Desktop/fire-smoke/fire-smoke-cpu/data/raw/dfire/presplit/kaggle_splits/test/labels/AoF06743.txt,AoF06743.jpg,7e0608898bbc8393790b3d56f4895ff7106a77ff4663a7e18b1083ccc3ee0b10,9489a9f2d9c4cb47,1280,720,False,False,0,0,True,images:aof06743,,,CC0-1.0,,False,
dfire_AoF06744_d8f0f5c46a8b,/Users/mobcoderid-296/Desktop/fire-smoke/fire-smoke-cpu/data/processed/canonical/dfire/images/dfire_AoF06744_d8f0f5c46a8b.jpg,/Users/mobcoderid-296/Desktop/fire-smoke/fire-smoke-cpu/data/processed/canonical/dfire/labels/dfire_AoF06744_d8f0f5c46a8b.txt,dfire,/Users/mobcoderid-296/Desktop/fire-smoke/fire-smoke-cpu/data/raw/dfire/presplit/kaggle_splits/test/images/AoF06744.jpg,/Users/mobcoderid-296/Desktop/fire-smoke/fire-smoke-cpu/data/raw/dfire/presplit/kaggle_splits/test/labels/AoF06744.txt,AoF06744.jpg,d8f0f5c46a8b4913ea7a1259d18b05abc421650dd8f2f73018c11151199620e9,8ff88337754e4883,1280,720,False,False,0,0,True,images:aof06744,,,CC0-1.0,,False,
dfire_AoF06745_d28c24dc8fae,/Users/mobcoderid-296/Desktop/fire-smoke/fire-smoke-cpu/data/processed/canonical/dfire/images/dfire_AoF06745_d28c24dc8fae.jpg,/Users/mobcoderid-296/Desktop/fire-smoke/fire-smoke-cpu/data/processed/canonical/dfire/labels/dfire_AoF06745_d28c24dc8fae.txt,dfire,/Users/mobcoderid-296/Desktop/fire-smoke/fire-smoke-cpu/data/raw/dfire/presplit/kaggle_splits/test/images/AoF06745.jpg,/Users/mobcoderid-296/Desktop/fire-smoke/fire-smoke-cpu/data/raw/dfire/presplit/kaggle_splits/test/labels/AoF06745.txt,AoF06745.jpg,d28c24dc8fae7672eb419e283534c4d90db4fa44dc4f3de13e1b1e732d1ff0a3,cdb283173f4d5883,1280,720,False,False,0,0,True,images:aof06745,,,CC0-1.0,,False,
dfire_AoF06746_4a0c6a7e3620,/Users/mobcoderid-296/Desktop/fire-smoke/fire-smoke-cpu/data/processed/canonical/dfire/images/dfire_AoF06746_4a0c6a7e3620.jpg,/Users/mobcoderid-296/Desktop/fire-smoke/fire-smoke-cpu/data/processed/canonical/dfire/labels/dfire_AoF06746_4a0c6a7e3620.txt,dfire,/Users/mobcoderid-296/Desktop/fire-smoke/fire-smoke-cpu/data/raw/dfire/presplit/kaggle_splits/test/images/AoF06746.jpg,/Users/mobcoderid-296/Desktop/fire-smoke/fire-smoke-cpu/data/raw/dfire/presplit/kaggle_splits/test/labels/AoF06746.txt,AoF06746.jpg,4a0c6a7e362016e68fba3701014e3d3b986bf2f1cf8c94727681a8df799122f6,cfa98332055e49f3,1280,720,False,False,0,0,True,images:aof06746,,,CC0-1.0,,False,
dfire_AoF06747_087a15a5ecfb,/Users/mobcoderid-296/Desktop/fire-smoke/fire-smoke-cpu/data/processed/canonical/dfire/images/dfire_AoF06747_087a15a5ecfb.jpg,/Users/mobcoderid-296/Desktop/fire-smoke/fire-smoke-cpu/data/processed/canonical/dfire/labels/dfire_AoF06747_087a15a5ecfb.txt,dfire,/Users/mobcoderid-296/Desktop/fire-smoke/fire-smoke-cpu/data/raw/dfire/presplit/kaggle_splits/test/images/AoF06747.jpg,/Users/mobcoderid-296/Desktop/fire-smoke/fire-smoke-cpu/data/raw/dfire/presplit/kaggle_splits/test/labels/AoF06747.txt,AoF06747.jpg,087a15a5ecfbfd54132ffa26a43b871c0846cb4c92dbd898ca2b6d925a3065e4,c7b99cc319072d2e,1280,720,False,False,0,0,True,images:aof06747,,,CC0-1.0,,False,
dfire_AoF06748_ced386dab0f4,/Users/mobcoderid-296/Desktop/fire-smoke/fire-smoke-cpu/data/processed/canonical/dfire/images/dfire_AoF06748_ced386dab0f4.jpg,/Users/mobcoderid-296/Desktop/fire-smoke/fire-smoke-cpu/data/processed/canonical/dfire/labels/dfire_AoF06748_ced386dab0f4.txt,dfire,/Users/mobcoderid-296/Desktop/fire-smoke/fire-smoke-cpu/data/raw/dfire/presplit/kaggle_splits/test/images/AoF06748.jpg,/Users/mobcoderid-296/Desktop/fire-smoke/fire-smoke-cpu/data/raw/dfire/presplit/kaggle_splits/test/labels/AoF06748.txt,AoF06748.jpg,ced386dab0f44d9bde97fa04240f8eec3702da87289ebfc921b38eaabfa0c76f,c7b99cc319072d2e,1280,720,False,False,0,0,True,images:aof06748,,,CC0-1.0,,False,
dfire_AoF06749_590bd67a1408,/Users/mobcoderid-296/Desktop/fire-smoke/fire-smoke-cpu/data/processed/canonical/dfire/images/dfire_AoF06749_590bd67a1408.jpg,/Users/mobcoderid-296/Desktop/fire-smoke/fire-smoke-cpu/data/processed/canonical/dfire/labels/dfire_AoF06749_590bd67a1408.txt,dfire,/Users/mobcoderid-296/Desktop/fire-smoke/fire-smoke-cpu/data/raw/dfire/presplit/kaggle_splits/test/images/AoF06749.jpg,/Users/mobcoderid-296/Desktop/fire-smoke/fire-smoke-cpu/data/raw/dfire/presplit/kaggle_splits/test/labels/AoF06749.txt,AoF06749.jpg,590bd67a1408886e2413505f641033524c845eea9fc20bcd01dbceac18f39750,e01fe03ec7708fe0,1280,720,False,False,0,0,True,images:aof06749,,,CC0-1.0,,False,
dfire_AoF06750_d9632a53ab1b,/Users/mobcoderid-296/Desktop/fire-smoke/fire-smoke-cpu/data/processed/canonical/dfire/images/dfire_AoF06750_d9632a53ab1b.jpg,/Users/mobcoderid-296/Desktop/fire-smoke/fire-smoke-cpu/data/processed/canonical/dfire/labels/dfire_AoF06750_d9632a53ab1b.txt,dfire,/Users/mobcoderid-296/Desktop/fire-smoke/fire-smoke-cpu/data/raw/dfire/presplit/kaggle_splits/test/images/AoF06750.jpg,/Users/mobcoderid-296/Desktop/fire-smoke/fire-smoke-cpu/data/raw/dfire/presplit/kaggle_splits/test/labels/AoF06750.txt,AoF06750.jpg,d9632a53ab1bb936ae99a744c86776c613bec92f25330c64b64bb36260c6d22e,cfe08337255e48b3,1280,720,False,False,0,0,True,images:aof06750,,,CC0-1.0,,False,
dfire_AoF06751_8e3985a6019e,/Users/mobcoderid-296/Desktop/fire-smoke/fire-smoke-cpu/data/processed/canonical/dfire/images/dfire_AoF06751_8e3985a6019e.jpg,/Users/mobcoderid-296/Desktop/fire-smoke/fire-smoke-cpu/data/processed/canonical/dfire/labels/dfire_AoF06751_8e3985a6019e.txt,dfire,/Users/mobcoderid-296/Desktop/fire-smoke/fire-smoke-cpu/data/raw/dfire/presplit/kaggle_splits/test/images/AoF06751.jpg,/Users/mobcoderid-296/Desktop/fire-smoke/fire-smoke-cpu/data/raw/dfire/presplit/kaggle_splits/test/labels/AoF06751.txt,AoF06751.jpg,8e3985a6019ea8812c2353bbca99f07e3f39d62a7e5469ecc33084aee9dc3ed4,a5dacab467a52227,1280,720,False,False,0,0,True,images:aof06751,,,CC0-1.0,,False,
dfire_AoF06752_7f8797079963,/Users/mobcoderid-296/Desktop/fire-smoke/fire-smoke-cpu/data/processed/canonical/dfire/images/dfire_AoF06752_7f8797079963.jpg,/Users/mobcoderid-296/Desktop/fire-smoke/fire-smoke-cpu/data/processed/canonical/dfire/labels/dfire_AoF06752_7f8797079963.txt,dfire,/Users/mobcoderid-296/Desktop/fire-smoke/fire-smoke-cpu/data/raw/dfire/presplit/kaggle_splits/test/images/AoF06752.jpg,/Users/mobcoderid-296/Desktop/fire-smoke/fire-smoke-cpu/data/raw/dfire/presplit/kaggle_splits/test/labels/AoF06752.txt,AoF06752.jpg,7f8797079963f75117b80dcf3aa11256f6ed49961911c8dd893a63b6fd585875,a5dacab467a52227,1280,720,False,False,0,0,True,images:aof06752,,,CC0-1.0,,False,
dfire_AoF06753_369b497f8742,/Users/mobcoderid-296/Desktop/fire-smoke/fire-smoke-cpu/data/processed/canonical/dfire/images/dfire_AoF06753_369b497f8742.jpg,/Users/mobcoderid-296/Desktop/fire-smoke/fire-smoke-cpu/data/processed/canonical/dfire/labels/dfire_AoF06753_369b497f8742.txt,dfire,/Users/mobcoderid-296/Desktop/fire-smoke/fire-smoke-cpu/data/raw/dfire/presplit/kaggle_splits/test/images/AoF06753.jpg,/Users/mobcoderid-296/Desktop/fire-smoke/fire-smoke-cpu/data/raw/dfire/presplit/kaggle_splits/test/labels/AoF06753.txt,AoF06753.jpg,369b497f874218cd8b0a660830755e79ef87559471a709adba28eabaa731e1a8,a55aea344ffd6006,1280,720,False,False,0,0,True,images:aof06753,,,CC0-1.0,,False,
dfire_AoF06754_b2017df14949,/Users/mobcoderid-296/Desktop/fire-smoke/fire-smoke-cpu/data/processed/canonical/dfire/images/dfire_AoF06754_b2017df14949.jpg,/Users/mobcoderid-296/Desktop/fire-smoke/fire-smoke-cpu/data/processed/canonical/dfire/labels/dfire_AoF06754_b2017df14949.txt,dfire,/Users/mobcoderid-296/Desktop/fire-smoke/fire-smoke-cpu/data/raw/dfire/presplit/kaggle_splits/test/images/AoF06754.jpg,/Users/mobcoderid-296/Desktop/fire-smoke/fire-smoke-cpu/data/raw/dfire/presplit/kaggle_splits/test/labels/AoF06754.txt,AoF06754.jpg,b2017df149496603b4bf0f51919baa93ba65279902e30e16e5b33076c111f8ca,a55acb344ffd6006,1280,720,False,False,0,0,True,images:aof06754,,,CC0-1.0,,False,
dfire_AoF06755_7a4fc0ab8398,/Users/mobcoderid-296/Desktop/fire-smoke/fire-smoke-cpu/data/processed/canonical/dfire/images/dfire_AoF06755_7a4fc0ab8398.jpg,/Users/mobcoderid-296/Desktop/fire-smoke/fire-smoke-cpu/data/processed/canonical/dfire/labels/dfire_AoF06755_7a4fc0ab8398.txt,dfire,/Users/mobcoderid-296/Desktop/fire-smoke/fire-smoke-cpu/data/raw/dfire/presplit/kaggle_splits/test/images/AoF06755.jpg,/Users/mobcoderid-296/Desktop/fire-smoke/fire-smoke-cpu/data/raw/dfire/presplit/kaggle_splits/test/labels/AoF06755.txt,AoF06755.jpg,7a4fc0ab83989b6b288b6860a4fcdf24da1985cfd4eb5b6c5754647457437114,a55acb344ffd6006,1280,720,False,False,0,0,True,images:aof06755,,,CC0-1.0,,False,
