sample_id,image_path,label_path,width,height,status,is_negative,negative_category,has_fire,has_smoke,class_ids,annotation_valid,sha256,perceptual_hash,data_origin,license_status,provenance_status,included,exclusion_reason
medyoussef_AoF07245,/Users/mobcoderid-296/Desktop/fire-smoke/fire-smoke-cpu/data/raw/hf_candidates/medyoussef_fire-smoke-hardnegatives-int8_real/fire_smoke_hardnegatives_complete/combined_dataset/test/images/AoF07245.jpg,/Users/mobcoderid-296/Desktop/fire-smoke/fire-smoke-cpu/data/raw/hf_candidates/medyoussef_fire-smoke-hardnegatives-int8_real/fire_smoke_hardnegatives_complete/combined_dataset/test/labels/AoF07245.txt,1280,720,CONFIRMED_NEGATIVE,True,unknown,False,False,,True,3ecf4d08885071b5c36e79306513de124ce1923fe1cf5d713f8023adcb8357f0,fcfe7c4880801000,huggingface_snapshot,pending_review,hf_snapshot_revision_recorded,True,
medyoussef_AoF07213,/Users/mobcoderid-296/Desktop/fire-smoke/fire-smoke-cpu/data/raw/hf_candidates/medyoussef_fire-smoke-hardnegatives-int8_real/fire_smoke_hardnegatives_complete/combined_dataset/test/images/AoF07213.jpg,/Users/mobcoderid-296/Desktop/fire-smoke/fire-smoke-cpu/data/raw/hf_candidates/medyoussef_fire-smoke-hardnegatives-int8_real/fire_smoke_hardnegatives_complete/combined_dataset/test/labels/AoF07213.txt,1280,720,CONFIRMED_NEGATIVE,True,unknown,False,False,,True,b41657f6ca8d85814fa5b5cee1d229ce75de66a810a559f2df8f529a291a6f23,fefe7c4000000000,huggingface_snapshot,pending_review,hf_snapshot_revision_recorded,True,
medyoussef_WEB09956,/Users/mobcoderid-296/Desktop/fire-smoke/fire-smoke-cpu/data/raw/hf_candidates/medyoussef_fire-smoke-hardnegatives-int8_real/fire_smoke_hardnegatives_complete/combined_dataset/test/images/WEB09956.jpg,/Users/mobcoderid-296/Desktop/fire-smoke/fire-smoke-cpu/data/raw/hf_candidates/medyoussef_fire-smoke-hardnegatives-int8_real/fire_smoke_hardnegatives_complete/combined_dataset/test/labels/WEB09956.txt,640,360,CONFIRMED_NEGATIVE,True,unknown,False,False,,True,c175e45334252d084e4cb2497a7ef4ab8d6035465ee25a86271a73170b32afa5,f1fffffffe000000,huggingface_snapshot,pending_review,hf_snapshot_revision_recorded,True,
medyoussef_AoF01926,/Users/mobcoderid-296/Desktop/fire-smoke/fire-smoke-cpu/data/raw/hf_candidates/medyoussef_fire-smoke-hardnegatives-int8_real/fire_smoke_hardnegatives_complete/combined_dataset/train/images/AoF01926.jpg,/Users/mobcoderid-296/Desktop/fire-smoke/fire-smoke-cpu/data/raw/hf_candidates/medyoussef_fire-smoke-hardnegatives-int8_real/fire_smoke_hardnegatives_complete/combined_dataset/train/labels/AoF01926.txt,1280,720,CONFIRMED_NEGATIVE,True,unknown,False,False,,True,b6d0e2c9553f761e7562a51916fd766eb8054073879103080e9d6105051ce617,fffffff000000000,huggingface_snapshot,pending_review,hf_snapshot_revision_recorded,True,
medyoussef_AoF02206,/Users/mobcoderid-296/Desktop/fire-smoke/fire-smoke-cpu/data/raw/hf_candidates/medyoussef_fire-smoke-hardnegatives-int8_real/fire_smoke_hardnegatives_complete/combined_dataset/train/images/AoF02206.jpg,/Users/mobcoderid-296/Desktop/fire-smoke/fire-smoke-cpu/data/raw/hf_candidates/medyoussef_fire-smoke-hardnegatives-int8_real/fire_smoke_hardnegatives_complete/combined_dataset/train/labels/AoF02206.txt,1280,720,CONFIRMED_NEGATIVE,True,unknown,False,False,,True,a4c84c228d2196ed48a2b7167e5670b35887cd1d092ef396aebbd62d189cd496,ffffff0f00000000,huggingface_snapshot,pending_review,hf_snapshot_revision_recorded,True,
medyoussef_WEB03478,/Users/mobcoderid-296/Desktop/fire-smoke/fire-smoke-cpu/data/raw/hf_candidates/medyoussef_fire-smoke-hardnegatives-int8_real/fire_smoke_hardnegatives_complete/combined_dataset/train/images/WEB03478.jpg,/Users/mobcoderid-296/Desktop/fire-smoke/fire-smoke-cpu/data/raw/hf_candidates/medyoussef_fire-smoke-hardnegatives-int8_real/fire_smoke_hardnegatives_complete/combined_dataset/train/labels/WEB03478.txt,1054,716,CONFIRMED_NEGATIVE,True,unknown,False,False,,True,1bae9997969b1f009f16e4a7f60a553f042daeb2d9d65c3e17e8b4f6bcc6e87a,00f8fcfcfefefcf0,huggingface_snapshot,pending_review,hf_snapshot_revision_recorded,True,
medyoussef_AoF03473,/Users/mobcoderid-296/Desktop/fire-smoke/fire-smoke-cpu/data/raw/hf_candidates/medyoussef_fire-smoke-hardnegatives-int8_real/fire_smoke_hardnegatives_complete/combined_dataset/val/images/AoF03473.jpg,/Users/mobcoderid-296/Desktop/fire-smoke/fire-smoke-cpu/data/raw/hf_candidates/medyoussef_fire-smoke-hardnegatives-int8_real/fire_smoke_hardnegatives_complete/combined_dataset/val/labels/AoF03473.txt,1280,720,CONFIRMED_NEGATIVE,True,unknown,False,False,,True,9c4f5fcb1a243cc522158a7d4d1fae033daefa6223d317ad267463e09ceb7eea,cee686a6e47c7f00,huggingface_snapshot,pending_review,hf_snapshot_revision_recorded,True,
medyoussef_AoF07159,/Users/mobcoderid-296/Desktop/fire-smoke/fire-smoke-cpu/data/raw/hf_candidates/medyoussef_fire-smoke-hardnegatives-int8_real/fire_smoke_hardnegatives_complete/combined_dataset/test/images/AoF07159.jpg,/Users/mobcoderid-296/Desktop/fire-smoke/fire-smoke-cpu/data/raw/hf_candidates/medyoussef_fire-smoke-hardnegatives-int8_real/fire_smoke_hardnegatives_complete/combined_dataset/test/labels/AoF07159.txt,1280,720,CONFIRMED_NEGATIVE,True,unknown,False,False,,True,d8db6e3889a65e0373dedd47cc45b49b0b77df35a42801af2ae656ee6f93888a,ffffcc0000000000,huggingface_snapshot,pending_review,hf_snapshot_revision_recorded,True,
medyoussef_hardneg_000000541634,/Users/mobcoderid-296/Desktop/fire-smoke/fire-smoke-cpu/data/raw/hf_candidates/medyoussef_fire-smoke-hardnegatives-int8_real/fire_smoke_hardnegatives_complete/combined_dataset/train/images/hardneg_000000541634.jpg,/Users/mobcoderid-296/Desktop/fire-smoke/fire-smoke-cpu/data/raw/hf_candidates/medyoussef_fire-smoke-hardnegatives-int8_real/fire_smoke_hardnegatives_complete/combined_dataset/train/labels/hardneg_000000541634.txt,612,612,CONFIRMED_NEGATIVE,True,unknown,False,False,,True,238f614674164a4c3d3d2e57980a2aa32788f03fc269daf80123ca9e2a1ed6d4,7e1e98ff67424c00,huggingface_snapshot,pending_review,hf_snapshot_revision_recorded,True,
medyoussef_AoF01523,/Users/mobcoderid-296/Desktop/fire-smoke/fire-smoke-cpu/data/raw/hf_candidates/medyoussef_fire-smoke-hardnegatives-int8_real/fire_smoke_hardnegatives_complete/combined_dataset/train/images/AoF01523.jpg,/Users/mobcoderid-296/Desktop/fire-smoke/fire-smoke-cpu/data/raw/hf_candidates/medyoussef_fire-smoke-hardnegatives-int8_real/fire_smoke_hardnegatives_complete/combined_dataset/train/labels/AoF01523.txt,1280,720,CONFIRMED_NEGATIVE,True,unknown,False,False,,True,2dde40e03ef0081380b04c0f7aff3ea034b14519c9b7311d96bc03a37dbd41d8,fe7e5c00809c1c10,huggingface_snapshot,pending_review,hf_snapshot_revision_recorded,True,
medyoussef_hardneg_000000351331,/Users/mobcoderid-296/Desktop/fire-smoke/fire-smoke-cpu/data/raw/hf_candidates/medyoussef_fire-smoke-hardnegatives-int8_real/fire_smoke_hardnegatives_complete/combined_dataset/train/images/hardneg_000000351331.jpg,/Users/mobcoderid-296/Desktop/fire-smoke/fire-smoke-cpu/data/raw/hf_candidates/medyoussef_fire-smoke-hardnegatives-int8_real/fire_smoke_hardnegatives_complete/combined_dataset/train/labels/hardneg_000000351331.txt,640,480,CONFIRMED_NEGATIVE,True,unknown,False,False,,True,deba2982eb096a7897d0830833e254ed44a08bd131239246e1c9f9d6f99c273d,f8c4ce9a88c0e0f8,huggingface_snapshot,pending_review,hf_snapshot_revision_recorded,True,
medyoussef_WEB01787,/Users/mobcoderid-296/Desktop/fire-smoke/fire-smoke-cpu/data/raw/hf_candidates/medyoussef_fire-smoke-hardnegatives-int8_real/fire_smoke_hardnegatives_complete/combined_dataset/train/images/WEB01787.jpg,/Users/mobcoderid-296/Desktop/fire-smoke/fire-smoke-cpu/data/raw/hf_candidates/medyoussef_fire-smoke-hardnegatives-int8_real/fire_smoke_hardnegatives_complete/combined_dataset/train/labels/WEB01787.txt,640,360,CONFIRMED_NEGATIVE,True,unknown,False,False,,True,c693862574c81ea1f2c20ec716ade651d7fb77aff1ffd1a0117b4c3cc2dee3ab,000f1f0701230ffb,huggingface_snapshot,pending_review,hf_snapshot_revision_recorded,True,
medyoussef_AoF01970,/Users/mobcoderid-296/Desktop/fire-smoke/fire-smoke-cpu/data/raw/hf_candidates/medyoussef_fire-smoke-hardnegatives-int8_real/fire_smoke_hardnegatives_complete/combined_dataset/train/images/AoF01970.jpg,/Users/mobcoderid-296/Desktop/fire-smoke/fire-smoke-cpu/data/raw/hf_candidates/medyoussef_fire-smoke-hardnegatives-int8_real/fire_smoke_hardnegatives_complete/combined_dataset/train/labels/AoF01970.txt,1280,720,CONFIRMED_NEGATIVE,True,unknown,False,False,,True,ebe23366d6bd6f2c1c477a132784ec26f8ef73614b48e841d80842aee20b60c5,fefe7c4000000000,huggingface_snapshot,pending_review,hf_snapshot_revision_recorded,True,
medyoussef_WEB02376,/Users/mobcoderid-296/Desktop/fire-smoke/fire-smoke-cpu/data/raw/hf_candidates/medyoussef_fire-smoke-hardnegatives-int8_real/fire_smoke_hardnegatives_complete/combined_dataset/train/images/WEB02376.jpg,/Users/mobcoderid-296/Desktop/fire-smoke/fire-smoke-cpu/data/raw/hf_candidates/medyoussef_fire-smoke-hardnegatives-int8_real/fire_smoke_hardnegatives_complete/combined_dataset/train/labels/WEB02376.txt,1280,720,CONFIRMED_NEGATIVE,True,unknown,False,False,,True,2cea8dc71b34bcf38822cdf8e354a1ff8bd0b7abf3bd72bd91b3a6fd24fff2a6,ffff7f0800000000,huggingface_snapshot,pending_review,hf_snapshot_revision_recorded,True,
medyoussef_AoF02363,/Users/mobcoderid-296/Desktop/fire-smoke/fire-smoke-cpu/data/raw/hf_candidates/medyoussef_fire-smoke-hardnegatives-int8_real/fire_smoke_hardnegatives_complete/combined_dataset/val/images/AoF02363.jpg,/Users/mobcoderid-296/Desktop/fire-smoke/fire-smoke-cpu/data/raw/hf_candidates/medyoussef_fire-smoke-hardnegatives-int8_real/fire_smoke_hardnegatives_complete/combined_dataset/val/labels/AoF02363.txt,1280,720,CONFIRMED_NEGATIVE,True,unknown,False,False,,True,32ee3fc2c6fd3ecd3fffd876bef45e47d472a5a3647fd275b126983fc65bbcf4,efefef8000000000,huggingface_snapshot,pending_review,hf_snapshot_revision_recorded,True,
medyoussef_AoF03120,/Users/mobcoderid-296/Desktop/fire-smoke/fire-smoke-cpu/data/raw/hf_candidates/medyoussef_fire-smoke-hardnegatives-int8_real/fire_smoke_hardnegatives_complete/combined_dataset/train/images/AoF03120.jpg,/Users/mobcoderid-296/Desktop/fire-smoke/fire-smoke-cpu/data/raw/hf_candidates/medyoussef_fire-smoke-hardnegatives-int8_real/fire_smoke_hardnegatives_complete/combined_dataset/train/labels/AoF03120.txt,1280,720,CONFIRMED_NEGATIVE,True,unknown,False,False,,True,6162f880a47dc77a760aa8632e926c42e76166672b2481605283f2afb11ad1cf,fefe5c5880181800,huggingface_snapshot,pending_review,hf_snapshot_revision_recorded,True,
medyoussef_AoF06829,/Users/mobcoderid-296/Desktop/fire-smoke/fire-smoke-cpu/data/raw/hf_candidates/medyoussef_fire-smoke-hardnegatives-int8_real/fire_smoke_hardnegatives_complete/combined_dataset/test/images/AoF06829.jpg,/Users/mobcoderid-296/Desktop/fire-smoke/fire-smoke-cpu/data/raw/hf_candidates/medyoussef_fire-smoke-hardnegatives-int8_real/fire_smoke_hardnegatives_complete/combined_dataset/test/labels/AoF06829.txt,1280,720,CONFIRMED_NEGATIVE,True,unknown,False,False,,True,165bc7815c5c0048b8e8299a0b5b1078590bd39291f93733d4a4868a3094c938,ffffc8000000006e,huggingface_snapshot,pending_review,hf_snapshot_revision_recorded,True,
medyoussef_AoF00746,/Users/mobcoderid-296/Desktop/fire-smoke/fire-smoke-cpu/data/raw/hf_candidates/medyoussef_fire-smoke-hardnegatives-int8_real/fire_smoke_hardnegatives_complete/combined_dataset/train/images/AoF00746.jpg,/Users/mobcoderid-296/Desktop/fire-smoke/fire-smoke-cpu/data/raw/hf_candidates/medyoussef_fire-smoke-hardnegatives-int8_real/fire_smoke_hardnegatives_complete/combined_dataset/train/labels/AoF00746.txt,1280,720,CONFIRMED_NEGATIVE,True,unknown,False,False,,True,532eb79c8575674c66b21381e3807b9bcfb0c67dd6ec78d7d3ba6b39c402f2c0,ffffc80000c00020,huggingface_snapshot,pending_review,hf_snapshot_revision_recorded,True,
medyoussef_WEB01845,/Users/mobcoderid-296/Desktop/fire-smoke/fire-smoke-cpu/data/raw/hf_candidates/medyoussef_fire-smoke-hardnegatives-int8_real/fire_smoke_hardnegatives_complete/combined_dataset/train/images/WEB01845.jpg,/Users/mobcoderid-296/Desktop/fire-smoke/fire-smoke-cpu/data/raw/hf_candidates/medyoussef_fire-smoke-hardnegatives-int8_real/fire_smoke_hardnegatives_complete/combined_dataset/train/labels/WEB01845.txt,640,360,CONFIRMED_NEGATIVE,True,unknown,False,False,,True,a2d2d0a6479c81c0750f2522df685bd99cc5e84cf8564d0cda20687d2f40fb94,fe7f3f3f1f000000,huggingface_snapshot,pending_review,hf_snapshot_revision_recorded,True,
medyoussef_WEB00223,/Users/mobcoderid-296/Desktop/fire-smoke/fire-smoke-cpu/data/raw/hf_candidates/medyoussef_fire-smoke-hardnegatives-int8_real/fire_smoke_hardnegatives_complete/combined_dataset/train/images/WEB00223.jpg,/Users/mobcoderid-296/Desktop/fire-smoke/fire-smoke-cpu/data/raw/hf_candidates/medyoussef_fire-smoke-hardnegatives-int8_real/fire_smoke_hardnegatives_complete/combined_dataset/train/labels/WEB00223.txt,640,360,CONFIRMED_NEGATIVE,True,unknown,False,False,,True,2660f7a98f81bd12a156ed159ed75e26e93a11873a9bd10afca751d5ea0c2d6c,000078fcffff9800,huggingface_snapshot,pending_review,hf_snapshot_revision_recorded,True,
medyoussef_AoF03117,/Users/mobcoderid-296/Desktop/fire-smoke/fire-smoke-cpu/data/raw/hf_candidates/medyoussef_fire-smoke-hardnegatives-int8_real/fire_smoke_hardnegatives_complete/combined_dataset/train/images/AoF03117.jpg,/Users/mobcoderid-296/Desktop/fire-smoke/fire-smoke-cpu/data/raw/hf_candidates/medyoussef_fire-smoke-hardnegatives-int8_real/fire_smoke_hardnegatives_complete/combined_dataset/train/labels/AoF03117.txt,1280,720,CONFIRMED_NEGATIVE,True,unknown,False,False,,True,0d363dad4659922ee49cab659ec501b8754d8fdda0035ec4e43a0a4624d538eb,fefe7c5880101800,huggingface_snapshot,pending_review,hf_snapshot_revision_recorded,True,
medyoussef_AoF00666,/Users/mobcoderid-296/Desktop/fire-smoke/fire-smoke-cpu/data/raw/hf_candidates/medyoussef_fire-smoke-hardnegatives-int8_real/fire_smoke_hardnegatives_complete/combined_dataset/train/images/AoF00666.jpg,/Users/mobcoderid-296/Desktop/fire-smoke/fire-smoke-cpu/data/raw/hf_candidates/medyoussef_fire-smoke-hardnegatives-int8_real/fire_smoke_hardnegatives_complete/combined_dataset/train/labels/AoF00666.txt,1280,720,CONFIRMED_NEGATIVE,True,unknown,False,False,,True,1dd18eb195b504555c22fd0c5f472bfb5c4ba8da623f44ab951fe05d55e42f88,ff1f5b0004044000,huggingface_snapshot,pending_review,hf_snapshot_revision_recorded,True,
medyoussef_AoF01862,/Users/mobcoderid-296/Desktop/fire-smoke/fire-smoke-cpu/data/raw/hf_candidates/medyoussef_fire-smoke-hardnegatives-int8_real/fire_smoke_hardnegatives_complete/combined_dataset/train/images/AoF01862.jpg,/Users/mobcoderid-296/Desktop/fire-smoke/fire-smoke-cpu/data/raw/hf_candidates/medyoussef_fire-smoke-hardnegatives-int8_real/fire_smoke_hardnegatives_complete/combined_dataset/train/labels/AoF01862.txt,1280,720,CONFIRMED_NEGATIVE,True,unknown,False,False,,True,3c720a207b365ca893fe669482dd26490bc51eb32d5ebd0151a5f1f6d04e7612,fffffc0000000020,huggingface_snapshot,pending_review,hf_snapshot_revision_recorded,True,
medyoussef_WEB00154,/Users/mobcoderid-296/Desktop/fire-smoke/fire-smoke-cpu/data/raw/hf_candidates/medyoussef_fire-smoke-hardnegatives-int8_real/fire_smoke_hardnegatives_complete/combined_dataset/train/images/WEB00154.jpg,/Users/mobcoderid-296/Desktop/fire-smoke/fire-smoke-cpu/data/raw/hf_candidates/medyoussef_fire-smoke-hardnegatives-int8_real/fire_smoke_hardnegatives_complete/combined_dataset/train/labels/WEB00154.txt,540,360,CONFIRMED_NEGATIVE,True,unknown,False,False,,True,da5f13ae89856359bfb33f67ac8d1b73881876b1850e1a74bb516d79605766da,00037fffff030000,huggingface_snapshot,pending_review,hf_snapshot_revision_recorded,True,
medyoussef_WEB10106,/Users/mobcoderid-296/Desktop/fire-smoke/fire-smoke-cpu/data/raw/hf_candidates/medyoussef_fire-smoke-hardnegatives-int8_real/fire_smoke_hardnegatives_complete/combined_dataset/test/images/WEB10106.jpg,/Users/mobcoderid-296/Desktop/fire-smoke/fire-smoke-cpu/data/raw/hf_candidates/medyoussef_fire-smoke-hardnegatives-int8_real/fire_smoke_hardnegatives_complete/combined_dataset/test/labels/WEB10106.txt,768,1024,CONFIRMED_NEGATIVE,True,unknown,False,False,,True,8f7d5f083fe1ec32c51a44cabdb19852767e93a7a3c4a72eb12db484ae5888a9,80ffffff7e7c0400,huggingface_snapshot,pending_review,hf_snapshot_revision_recorded,True,
medyoussef_WEB09942,/Users/mobcoderid-296/Desktop/fire-smoke/fire-smoke-cpu/data/raw/hf_candidates/medyoussef_fire-smoke-hardnegatives-int8_real/fire_smoke_hardnegatives_complete/combined_dataset/test/images/WEB09942.jpg,/Users/mobcoderid-296/Desktop/fire-smoke/fire-smoke-cpu/data/raw/hf_candidates/medyoussef_fire-smoke-hardnegatives-int8_real/fire_smoke_hardnegatives_complete/combined_dataset/test/labels/WEB09942.txt,640,360,CONFIRMED_NEGATIVE,True,unknown,False,False,,True,3436ef930085061bfa9a2e8382e4b55c2f7c86346788b46533f7d71d64f513cb,f8f8f87800800000,huggingface_snapshot,pending_review,hf_snapshot_revision_recorded,True,
