sample_id,image_path,label_path,width,height,status,split_original,is_negative,has_fire,has_smoke,class_ids,class_names,annotation_valid,sha256,perceptual_hash,data_origin,license_status,provenance_status,included,exclusion_reason
libreyolo_train_frame_000007-1_jpg.rf.188bd0b47b6d2d6b79b06f57c7480a7f,/Users/mobcoderid-296/Desktop/fire-smoke/fire-smoke-cpu/data/raw/hf_candidates/LibreYOLO_smoke-uvylj_hf_snapshot/train/images/frame_000007-1_jpg.rf.188bd0b47b6d2d6b79b06f57c7480a7f.jpg,/Users/mobcoderid-296/Desktop/fire-smoke/fire-smoke-cpu/data/raw/hf_candidates/LibreYOLO_smoke-uvylj_hf_snapshot/train/labels/frame_000007-1_jpg.rf.188bd0b47b6d2d6b79b06f57c7480a7f.txt,640,640,VALID_SMOKE,train,False,False,True,0,smoke,True,6fe37758ba70355073bc2623e92902c3a7b62df224d78c24d951199b43a761b1,8dc83018c0f8ffff,huggingface_snapshot,pending_review,hf_snapshot_revision_recorded,True,
libreyolo_train_frame_000009-1_jpg.rf.6bc093a38108fe47de37d8b6344847f6,/Users/mobcoderid-296/Desktop/fire-smoke/fire-smoke-cpu/data/raw/hf_candidates/LibreYOLO_smoke-uvylj_hf_snapshot/train/images/frame_000009-1_jpg.rf.6bc093a38108fe47de37d8b6344847f6.jpg,/Users/mobcoderid-296/Desktop/fire-smoke/fire-smoke-cpu/data/raw/hf_candidates/LibreYOLO_smoke-uvylj_hf_snapshot/train/labels/frame_000009-1_jpg.rf.6bc093a38108fe47de37d8b6344847f6.txt,640,640,VALID_SMOKE,train,False,False,True,0,smoke,True,9d4d9d190172624323b861bcad92fdda8d1e27630855b9c9e7c011f2d56ac635,8dc83018c0f8ffff,huggingface_snapshot,pending_review,hf_snapshot_revision_recorded,True,
libreyolo_train_frame_000010-1_jpg.rf.4b70a541d1552729732c4fe7c36b0070,/Users/mobcoderid-296/Desktop/fire-smoke/fire-smoke-cpu/data/raw/hf_candidates/LibreYOLO_smoke-uvylj_hf_snapshot/train/images/frame_000010-1_jpg.rf.4b70a541d1552729732c4fe7c36b0070.jpg,/Users/mobcoderid-296/Desktop/fire-smoke/fire-smoke-cpu/data/raw/hf_candidates/LibreYOLO_smoke-uvylj_hf_snapshot/train/labels/frame_000010-1_jpg.rf.4b70a541d1552729732c4fe7c36b0070.txt,640,640,VALID_SMOKE,train,False,False,True,0,smoke,True,a7cc094e86dcfaaa02addaddc341f110a5e40aadc353bd6496d615a9ac242271,8dc83018c0f8ffff,huggingface_snapshot,pending_review,hf_snapshot_revision_recorded,True,
libreyolo_train_frame_000010-2_jpg.rf.207c1e802bc44f0c4d624f61b1b73ba4,/Users/mobcoderid-296/Desktop/fire-smoke/fire-smoke-cpu/data/raw/hf_candidates/LibreYOLO_smoke-uvylj_hf_snapshot/train/images/frame_000010-2_jpg.rf.207c1e802bc44f0c4d624f61b1b73ba4.jpg,/Users/mobcoderid-296/Desktop/fire-smoke/fire-smoke-cpu/data/raw/hf_candidates/LibreYOLO_smoke-uvylj_hf_snapshot/train/labels/frame_000010-2_jpg.rf.207c1e802bc44f0c4d624f61b1b73ba4.txt,640,640,UNKNOWN_CLASS_OR_INVALID_ANNOTATION,train,False,False,False,,,False,9444d8fe533110626c519c5af09010bc2e4fa3f5ff3315146763c59f9c25d986,2101c08107bfffff,huggingface_snapshot,pending_review,hf_snapshot_revision_recorded,False,unknown_class_or_invalid_annotation
libreyolo_train_frame_000011-1_jpg.rf.5c0bed8ea5a451c56d8fd678757df702,/Users/mobcoderid-296/Desktop/fire-smoke/fire-smoke-cpu/data/raw/hf_candidates/LibreYOLO_smoke-uvylj_hf_snapshot/train/images/frame_000011-1_jpg.rf.5c0bed8ea5a451c56d8fd678757df702.jpg,/Users/mobcoderid-296/Desktop/fire-smoke/fire-smoke-cpu/data/raw/hf_candidates/LibreYOLO_smoke-uvylj_hf_snapshot/train/labels/frame_000011-1_jpg.rf.5c0bed8ea5a451c56d8fd678757df702.txt,640,640,VALID_SMOKE,train,False,False,True,0,smoke,True,c7dae6e8524963e189f41bed3b033bea6441c7a0cb7c20dea8e43632bc0ab284,8dc83018c0f8ffff,huggingface_snapshot,pending_review,hf_snapshot_revision_recorded,True,
libreyolo_train_frame_000012-1_jpg.rf.d0f4f72fd1ebeca387241133d0806e23,/Users/mobcoderid-296/Desktop/fire-smoke/fire-smoke-cpu/data/raw/hf_candidates/LibreYOLO_smoke-uvylj_hf_snapshot/train/images/frame_000012-1_jpg.rf.d0f4f72fd1ebeca387241133d0806e23.jpg,/Users/mobcoderid-296/Desktop/fire-smoke/fire-smoke-cpu/data/raw/hf_candidates/LibreYOLO_smoke-uvylj_hf_snapshot/train/labels/frame_000012-1_jpg.rf.d0f4f72fd1ebeca387241133d0806e23.txt,640,640,VALID_SMOKE,train,False,False,True,0,smoke,True,89ae49636666ce41170ce88c340d3e4af68868fd19836190249ee350ac1ce93a,8dc83018c0f8ffff,huggingface_snapshot,pending_review,hf_snapshot_revision_recorded,True,
libreyolo_train_frame_000013-1_jpg.rf.80963379524d467ff4243baa7a45420e,/Users/mobcoderid-296/Desktop/fire-smoke/fire-smoke-cpu/data/raw/hf_candidates/LibreYOLO_smoke-uvylj_hf_snapshot/train/images/frame_000013-1_jpg.rf.80963379524d467ff4243baa7a45420e.jpg,/Users/mobcoderid-296/Desktop/fire-smoke/fire-smoke-cpu/data/raw/hf_candidates/LibreYOLO_smoke-uvylj_hf_snapshot/train/labels/frame_000013-1_jpg.rf.80963379524d467ff4243baa7a45420e.txt,640,640,VALID_SMOKE,train,False,False,True,0,smoke,True,a90c694e750b53268dd0b16cc81dbf98f7c8bdddc95d9281596125c5b3152880,8dc03018c0f8ffff,huggingface_snapshot,pending_review,hf_snapshot_revision_recorded,True,
libreyolo_train_frame_000014-1_jpg.rf.d0b88231df33151b7c5f48fffebaa070,/Users/mobcoderid-296/Desktop/fire-smoke/fire-smoke-cpu/data/raw/hf_candidates/LibreYOLO_smoke-uvylj_hf_snapshot/train/images/frame_000014-1_jpg.rf.d0b88231df33151b7c5f48fffebaa070.jpg,/Users/mobcoderid-296/Desktop/fire-smoke/fire-smoke-cpu/data/raw/hf_candidates/LibreYOLO_smoke-uvylj_hf_snapshot/train/labels/frame_000014-1_jpg.rf.d0b88231df33151b7c5f48fffebaa070.txt,640,640,VALID_SMOKE,train,False,False,True,0,smoke,True,5e909c8e856e5e2182f23ecb5afd9e26e5b92d2b119ac45fab441794e4b93dba,8dc03010c0f8ffff,huggingface_snapshot,pending_review,hf_snapshot_revision_recorded,True,
libreyolo_train_frame_000015-1_jpg.rf.0c87586384a28d472713e4e97e4369cb,/Users/mobcoderid-296/Desktop/fire-smoke/fire-smoke-cpu/data/raw/hf_candidates/LibreYOLO_smoke-uvylj_hf_snapshot/train/images/frame_000015-1_jpg.rf.0c87586384a28d472713e4e97e4369cb.jpg,/Users/mobcoderid-296/Desktop/fire-smoke/fire-smoke-cpu/data/raw/hf_candidates/LibreYOLO_smoke-uvylj_hf_snapshot/train/labels/frame_000015-1_jpg.rf.0c87586384a28d472713e4e97e4369cb.txt,640,640,VALID_SMOKE,train,False,False,True,0,smoke,True,5696b54c35a063ba9a0e04c8fa04eee115c4e02cc07793e99236cf55ac895b23,8dc03010c0f8ffff,huggingface_snapshot,pending_review,hf_snapshot_revision_recorded,True,
libreyolo_train_frame_000015-2_jpg.rf.6cab5a248e9468b0ae92c22eccabcb7c,/Users/mobcoderid-296/Desktop/fire-smoke/fire-smoke-cpu/data/raw/hf_candidates/LibreYOLO_smoke-uvylj_hf_snapshot/train/images/frame_000015-2_jpg.rf.6cab5a248e9468b0ae92c22eccabcb7c.jpg,/Users/mobcoderid-296/Desktop/fire-smoke/fire-smoke-cpu/data/raw/hf_candidates/LibreYOLO_smoke-uvylj_hf_snapshot/train/labels/frame_000015-2_jpg.rf.6cab5a248e9468b0ae92c22eccabcb7c.txt,640,640,VALID_SMOKE,train,False,False,True,0,smoke,True,ed7ecda4a9d66fa3a2918c92a7472cdc250041d14d0f6c301b843457bcd13a63,2101c08107bfffff,huggingface_snapshot,pending_review,hf_snapshot_revision_recorded,True,
libreyolo_train_frame_000015-5_jpg.rf.c678533be636c51d08e50ba9045d7fd9,/Users/mobcoderid-296/Desktop/fire-smoke/fire-smoke-cpu/data/raw/hf_candidates/LibreYOLO_smoke-uvylj_hf_snapshot/train/images/frame_000015-5_jpg.rf.c678533be636c51d08e50ba9045d7fd9.jpg,/Users/mobcoderid-296/Desktop/fire-smoke/fire-smoke-cpu/data/raw/hf_candidates/LibreYOLO_smoke-uvylj_hf_snapshot/train/labels/frame_000015-5_jpg.rf.c678533be636c51d08e50ba9045d7fd9.txt,640,640,VALID_SMOKE,train,False,False,True,0,smoke,True,832f3e5d8f5af1748ad4bc30908781aba5a306288e3aba9465a3c5c3257f4cca,8707000707ffffff,huggingface_snapshot,pending_review,hf_snapshot_revision_recorded,True,
libreyolo_train_frame_000015_jpg.rf.c1874f42a569a2b84c57c73267b6e5bc,/Users/mobcoderid-296/Desktop/fire-smoke/fire-smoke-cpu/data/raw/hf_candidates/LibreYOLO_smoke-uvylj_hf_snapshot/train/images/frame_000015_jpg.rf.c1874f42a569a2b84c57c73267b6e5bc.jpg,/Users/mobcoderid-296/Desktop/fire-smoke/fire-smoke-cpu/data/raw/hf_candidates/LibreYOLO_smoke-uvylj_hf_snapshot/train/labels/frame_000015_jpg.rf.c1874f42a569a2b84c57c73267b6e5bc.txt,640,640,VALID_SMOKE,train,False,False,True,0,smoke,True,22c48fc66dbd04c76ceccef528616397cb04029090a4f7137d80d03782d3ba25,fff83c1c1c8c80c0,huggingface_snapshot,pending_review,hf_snapshot_revision_recorded,True,
libreyolo_train_frame_000016-1_jpg.rf.dac84a0febade1408a64b76f749d2415,/Users/mobcoderid-296/Desktop/fire-smoke/fire-smoke-cpu/data/raw/hf_candidates/LibreYOLO_smoke-uvylj_hf_snapshot/train/images/frame_000016-1_jpg.rf.dac84a0febade1408a64b76f749d2415.jpg,/Users/mobcoderid-296/Desktop/fire-smoke/fire-smoke-cpu/data/raw/hf_candidates/LibreYOLO_smoke-uvylj_hf_snapshot/train/labels/frame_000016-1_jpg.rf.dac84a0febade1408a64b76f749d2415.txt,640,640,VALID_SMOKE,train,False,False,True,0,smoke,True,2f2702179b5b154a1a0cf47ceadc455f5990e709473df0157a5f1196c81c8912,8dc03010c0f8ffff,huggingface_snapshot,pending_review,hf_snapshot_revision_recorded,True,
libreyolo_train_frame_000017-1_jpg.rf.45d4fd33f85ea2b3bc50bf9e3c794773,/Users/mobcoderid-296/Desktop/fire-smoke/fire-smoke-cpu/data/raw/hf_candidates/LibreYOLO_smoke-uvylj_hf_snapshot/train/images/frame_000017-1_jpg.rf.45d4fd33f85ea2b3bc50bf9e3c794773.jpg,/Users/mobcoderid-296/Desktop/fire-smoke/fire-smoke-cpu/data/raw/hf_candidates/LibreYOLO_smoke-uvylj_hf_snapshot/train/labels/frame_000017-1_jpg.rf.45d4fd33f85ea2b3bc50bf9e3c794773.txt,640,640,VALID_SMOKE,train,False,False,True,0,smoke,True,134275eeaa883ecda4ba8c4b54de9e7f2de6345c7ba8903a0098eb8e74c0cd88,8dc03010c0f8ffff,huggingface_snapshot,pending_review,hf_snapshot_revision_recorded,True,
libreyolo_train_frame_000018-1_jpg.rf.0e791e7523664a0438dec356c1e4027e,/Users/mobcoderid-296/Desktop/fire-smoke/fire-smoke-cpu/data/raw/hf_candidates/LibreYOLO_smoke-uvylj_hf_snapshot/train/images/frame_000018-1_jpg.rf.0e791e7523664a0438dec356c1e4027e.jpg,/Users/mobcoderid-296/Desktop/fire-smoke/fire-smoke-cpu/data/raw/hf_candidates/LibreYOLO_smoke-uvylj_hf_snapshot/train/labels/frame_000018-1_jpg.rf.0e791e7523664a0438dec356c1e4027e.txt,640,640,VALID_SMOKE,train,False,False,True,0,smoke,True,8baa7f4a55b79d5ec2810f83eec316e7971a88efa78546edbccfdfef5c82dd0b,8dc83010c0f8ffff,huggingface_snapshot,pending_review,hf_snapshot_revision_recorded,True,
libreyolo_train_frame_000019-1_jpg.rf.61e0cc56105007307ab05f389d3a91f5,/Users/mobcoderid-296/Desktop/fire-smoke/fire-smoke-cpu/data/raw/hf_candidates/LibreYOLO_smoke-uvylj_hf_snapshot/train/images/frame_000019-1_jpg.rf.61e0cc56105007307ab05f389d3a91f5.jpg,/Users/mobcoderid-296/Desktop/fire-smoke/fire-smoke-cpu/data/raw/hf_candidates/LibreYOLO_smoke-uvylj_hf_snapshot/train/labels/frame_000019-1_jpg.rf.61e0cc56105007307ab05f389d3a91f5.txt,640,640,VALID_SMOKE,train,False,False,True,0,smoke,True,d374d4bb35cde90b704a5f68e879282f3ec19dac0bb4389cf0f1a5bfe915c283,8dc83010c0f8ffff,huggingface_snapshot,pending_review,hf_snapshot_revision_recorded,True,
libreyolo_train_frame_000020-2_jpg.rf.3eccd17d7885e96794fb4d7dd4c52cd6,/Users/mobcoderid-296/Desktop/fire-smoke/fire-smoke-cpu/data/raw/hf_candidates/LibreYOLO_smoke-uvylj_hf_snapshot/train/images/frame_000020-2_jpg.rf.3eccd17d7885e96794fb4d7dd4c52cd6.jpg,/Users/mobcoderid-296/Desktop/fire-smoke/fire-smoke-cpu/data/raw/hf_candidates/LibreYOLO_smoke-uvylj_hf_snapshot/train/labels/frame_000020-2_jpg.rf.3eccd17d7885e96794fb4d7dd4c52cd6.txt,640,640,VALID_SMOKE,train,False,False,True,0,smoke,True,bfd1c77519652ecdeb1ad968525873342a3ab3619e3675b96b2055ae4e9d6a17,2101c08107bfffff,huggingface_snapshot,pending_review,hf_snapshot_revision_recorded,True,
libreyolo_train_frame_000020-5_jpg.rf.a716c9f034ed08c06005bcb43ede9795,/Users/mobcoderid-296/Desktop/fire-smoke/fire-smoke-cpu/data/raw/hf_candidates/LibreYOLO_smoke-uvylj_hf_snapshot/train/images/frame_000020-5_jpg.rf.a716c9f034ed08c06005bcb43ede9795.jpg,/Users/mobcoderid-296/Desktop/fire-smoke/fire-smoke-cpu/data/raw/hf_candidates/LibreYOLO_smoke-uvylj_hf_snapshot/train/labels/frame_000020-5_jpg.rf.a716c9f034ed08c06005bcb43ede9795.txt,640,640,VALID_SMOKE,train,False,False,True,0,smoke,True,feac4f00ce9a89cde5f8783049dfaaceb616208e8717ebe63cb155784c9b8e11,870700070fffffff,huggingface_snapshot,pending_review,hf_snapshot_revision_recorded,True,
libreyolo_train_frame_000020_jpg.rf.85cc1348d3647b76c8876ff9dde28bfc,/Users/mobcoderid-296/Desktop/fire-smoke/fire-smoke-cpu/data/raw/hf_candidates/LibreYOLO_smoke-uvylj_hf_snapshot/train/images/frame_000020_jpg.rf.85cc1348d3647b76c8876ff9dde28bfc.jpg,/Users/mobcoderid-296/Desktop/fire-smoke/fire-smoke-cpu/data/raw/hf_candidates/LibreYOLO_smoke-uvylj_hf_snapshot/train/labels/frame_000020_jpg.rf.85cc1348d3647b76c8876ff9dde28bfc.txt,640,640,VALID_SMOKE,train,False,False,True,0,smoke,True,8cb795369f039bdbbb52d3e20715a961028d900cc5ba7cf3712c255c8d344694,dfec3c1c1c8c80c0,huggingface_snapshot,pending_review,hf_snapshot_revision_recorded,True,
libreyolo_train_frame_000021-1_jpg.rf.5c5693a6a5b16dc652828b0978ae3934,/Users/mobcoderid-296/Desktop/fire-smoke/fire-smoke-cpu/data/raw/hf_candidates/LibreYOLO_smoke-uvylj_hf_snapshot/train/images/frame_000021-1_jpg.rf.5c5693a6a5b16dc652828b0978ae3934.jpg,/Users/mobcoderid-296/Desktop/fire-smoke/fire-smoke-cpu/data/raw/hf_candidates/LibreYOLO_smoke-uvylj_hf_snapshot/train/labels/frame_000021-1_jpg.rf.5c5693a6a5b16dc652828b0978ae3934.txt,640,640,VALID_SMOKE,train,False,False,True,0,smoke,True,38a76278e993664521d07b1033b99992f76736305c9cd3ab3ef761aa517cf02f,8dc03010c0f8ffff,huggingface_snapshot,pending_review,hf_snapshot_revision_recorded,True,
libreyolo_train_frame_000023-1_jpg.rf.4abdfa1adfba768e4fa5eb850b305bc6,/Users/mobcoderid-296/Desktop/fire-smoke/fire-smoke-cpu/data/raw/hf_candidates/LibreYOLO_smoke-uvylj_hf_snapshot/train/images/frame_000023-1_jpg.rf.4abdfa1adfba768e4fa5eb850b305bc6.jpg,/Users/mobcoderid-296/Desktop/fire-smoke/fire-smoke-cpu/data/raw/hf_candidates/LibreYOLO_smoke-uvylj_hf_snapshot/train/labels/frame_000023-1_jpg.rf.4abdfa1adfba768e4fa5eb850b305bc6.txt,640,640,VALID_SMOKE,train,False,False,True,0,smoke,True,d2c767cdbd8969461f6b61c1509e1a90f41b924047757a37ce6cf8c34be39ba2,8dc03010c0f8ffff,huggingface_snapshot,pending_review,hf_snapshot_revision_recorded,True,
libreyolo_train_frame_000025-1_jpg.rf.8bf532cf6361292ff8b8abbba56be6a8,/Users/mobcoderid-296/Desktop/fire-smoke/fire-smoke-cpu/data/raw/hf_candidates/LibreYOLO_smoke-uvylj_hf_snapshot/train/images/frame_000025-1_jpg.rf.8bf532cf6361292ff8b8abbba56be6a8.jpg,/Users/mobcoderid-296/Desktop/fire-smoke/fire-smoke-cpu/data/raw/hf_candidates/LibreYOLO_smoke-uvylj_hf_snapshot/train/labels/frame_000025-1_jpg.rf.8bf532cf6361292ff8b8abbba56be6a8.txt,640,640,VALID_SMOKE,train,False,False,True,0,smoke,True,cbf584bf7a0849e606da31179326d8bf4626bdd13da000e348bf0376fa28d1ba,8dc03090c1f8ffff,huggingface_snapshot,pending_review,hf_snapshot_revision_recorded,True,
libreyolo_train_frame_000025_jpg.rf.f7f61502f4430df19744f5d8c9a2fbca,/Users/mobcoderid-296/Desktop/fire-smoke/fire-smoke-cpu/data/raw/hf_candidates/LibreYOLO_smoke-uvylj_hf_snapshot/train/images/frame_000025_jpg.rf.f7f61502f4430df19744f5d8c9a2fbca.jpg,/Users/mobcoderid-296/Desktop/fire-smoke/fire-smoke-cpu/data/raw/hf_candidates/LibreYOLO_smoke-uvylj_hf_snapshot/train/labels/frame_000025_jpg.rf.f7f61502f4430df19744f5d8c9a2fbca.txt,640,640,VALID_SMOKE,train,False,False,True,0,smoke,True,8a69d70c47b594b6c6dbd9a24714f9a4f1b0c37fa856a08608aa4496298a031c,ffec381c1c9c80e0,huggingface_snapshot,pending_review,hf_snapshot_revision_recorded,True,
libreyolo_train_frame_000026-1_jpg.rf.07a6f62b6a4819e5b80ed6aa48018872,/Users/mobcoderid-296/Desktop/fire-smoke/fire-smoke-cpu/data/raw/hf_candidates/LibreYOLO_smoke-uvylj_hf_snapshot/train/images/frame_000026-1_jpg.rf.07a6f62b6a4819e5b80ed6aa48018872.jpg,/Users/mobcoderid-296/Desktop/fire-smoke/fire-smoke-cpu/data/raw/hf_candidates/LibreYOLO_smoke-uvylj_hf_snapshot/train/labels/frame_000026-1_jpg.rf.07a6f62b6a4819e5b80ed6aa48018872.txt,640,640,VALID_SMOKE,train,False,False,True,0,smoke,True,2c72aa90dc6efecc2d28b3d5abecf91d073f76234844274e01840293c1b1dd43,8dc03090c1f8ffff,huggingface_snapshot,pending_review,hf_snapshot_revision_recorded,True,
